member_id,member_name,segment,age,gender,income_level,membership_type,join_date
MEM-18185,Holly Murphy,Consumer,37,Male,Medium,Bronze,2064-10-14
MEM-18186,Jacob Diaz,Consumer,23,Male,Medium,Silver,2064-10-15
MEM-18187,Alexandra Thomas,Consumer,26,Male,Medium,Bronze,2064-10-16
MEM-18188,Daniel Ellis,Corporate,60,Male,Medium,Silver,2064-10-17
MEM-18189,Lisa Burke,Consumer,46,Male,Low,Gold,2064-10-18
MEM-18190,Pamela Jensen,Home Office,46,Male,Medium,Gold,2064-10-19
MEM-18191,Katelyn Smith,Consumer,30,Female,Medium,Silver,2064-10-20
MEM-18192,Natalie Moore,Corporate,53,Male,High,Bronze,2064-10-21
MEM-18193,Joseph Abbott,Consumer,44,Male,High,Gold,2064-10-22
MEM-18194,Jason Young,Consumer,64,Female,Medium,Gold,2064-10-23
MEM-18195,Robert Stone,Corporate,66,Female,Medium,Bronze,2064-10-24
MEM-18196,Taylor Hawkins,Corporate,61,Male,Medium,Gold,2064-10-25
MEM-18197,Sarah Robles,Corporate,23,Male,Low,Bronze,2064-10-26
MEM-18198,John Delacruz,Corporate,56,Male,Medium,Bronze,2064-10-27
MEM-18199,Hannah Sharp,Corporate,49,Male,Low,Gold,2064-10-28
MEM-18200,Jennifer Brown,Consumer,66,Male,Low,Gold,2064-10-29
MEM-18201,Krista Perez,Home Office,60,Male,Medium,Silver,2064-10-30
MEM-18202,Anita Sutton,Corporate,61,Male,Medium,Gold,2064-10-31
MEM-18203,Andrew Vega,Home Office,45,Female,Medium,Bronze,2064-11-01
MEM-18204,Jennifer Wilson,Home Office,62,Male,High,Silver,2064-11-02
MEM-18205,Carol Watson,Consumer,18,Female,Medium,Bronze,2064-11-03
MEM-18206,Brandon Salazar,Consumer,67,Male,Medium,Silver,2064-11-04
MEM-18207,Cindy Williams,Corporate,68,Male,Low,Bronze,2064-11-05
MEM-18208,Monica Carroll,Corporate,60,Male,Medium,Bronze,2064-11-06
MEM-18209,Stephanie Sellers,Corporate,48,Female,Low,Silver,2064-11-07
MEM-18210,Brent Chapman,Corporate,47,Female,High,Silver,2064-11-08
MEM-18211,Kevin Griffin,Consumer,35,Female,Medium,Silver,2064-11-09
MEM-18212,Russell May,Consumer,46,Female,Medium,Bronze,2064-11-10
MEM-18213,Nicholas Roberts,Consumer,59,Male,Medium,Silver,2064-11-11
MEM-18214,Beth Barrett,Corporate,55,Male,Low,Silver,2064-11-12
MEM-18215,Jacob Krause,Corporate,40,Female,Medium,Silver,2064-11-13
MEM-18216,Laura Johnson,Consumer,39,Male,Medium,Bronze,2064-11-14
MEM-18217,Destiny Williams,Corporate,19,Male,Medium,Bronze,2064-11-15
MEM-18218,Jeremy Yates,Consumer,22,Female,Medium,Bronze,2064-11-16
MEM-18219,Christina Kelly,Consumer,59,Female,Low,Gold,2064-11-17
MEM-18220,Trevor Clark,Corporate,32,Male,Low,Gold,2064-11-18
MEM-18221,Sydney Harris,Consumer,49,Male,High,Bronze,2064-11-19
MEM-18222,Natalie Martin,Corporate,63,Female,Medium,Bronze,2064-11-20
MEM-18223,John Rose,Home Office,23,Male,Low,Bronze,2064-11-21
MEM-18224,Jimmy Garcia,Home Office,31,Male,Low,Bronze,2064-11-22
MEM-18225,David Bruce,Consumer,41,Female,Low,Bronze,2064-11-23
MEM-18226,Rebekah Jones,Consumer,38,Male,Low,Gold,2064-11-24
MEM-18227,Heather Grimes,Corporate,31,Female,Low,Bronze,2064-11-25
MEM-18228,Tammy Mcpherson,Corporate,29,Male,Low,Gold,2064-11-26
MEM-18229,Sheila Moreno,Corporate,21,Male,High,Bronze,2064-11-27
MEM-18230,Nancy Brown,Consumer,61,Male,Medium,Silver,2064-11-28
MEM-18231,Denise Kerr,Consumer,38,Male,Medium,Bronze,2064-11-29
MEM-18232,Christina Barnes,Corporate,34,Male,Medium,Silver,2064-11-30
MEM-18233,Paul Murphy,Corporate,46,Male,High,Silver,2064-12-01
MEM-18234,Ronald Mullen,Consumer,68,Male,Low,Gold,2064-12-02
MEM-18235,Sandra Morris,Consumer,33,Male,Medium,Bronze,2064-12-03
MEM-18236,Gregory Hammond,Corporate,35,Male,High,Silver,2064-12-04
MEM-18237,Christine Lopez,Consumer,55,Male,Medium,Bronze,2064-12-05
MEM-18238,Brianna Howard,Consumer,58,Male,Medium,Gold,2064-12-06
MEM-18239,Lisa Hicks,Consumer,68,Female,Medium,Bronze,2064-12-07
MEM-18240,Samantha Mendoza,Consumer,61,Female,Low,Bronze,2064-12-08
MEM-18241,Troy Chapman,Corporate,28,Male,High,Silver,2064-12-09
MEM-18242,Barbara Ware,Consumer,49,Female,Low,Silver,2064-12-10
MEM-18243,Rachael Mcconnell,Consumer,45,Male,Low,Bronze,2064-12-11
MEM-18244,Penny Costa,Consumer,33,Male,Medium,Bronze,2064-12-12
MEM-18245,Timothy Orozco,Consumer,51,Male,Medium,Gold,2064-12-13
MEM-18246,Rhonda Drake,Corporate,67,Male,High,Bronze,2064-12-14
MEM-18247,Michael Wright,Consumer,47,Female,Medium,Gold,2064-12-15
MEM-18248,Michael Phillips,Corporate,55,Male,Medium,Gold,2064-12-16
MEM-18249,Shawn Ortega,Consumer,39,Female,Medium,Bronze,2064-12-17
MEM-18250,Christine Gilbert MD,Consumer,22,Male,Medium,Bronze,2064-12-18
MEM-18251,Cheryl Graves,Consumer,26,Male,High,Bronze,2064-12-19
MEM-18252,Tony Shelton,Consumer,30,Male,Low,Silver,2064-12-20
MEM-18253,John Ingram,Corporate,56,Male,Low,Bronze,2064-12-21
MEM-18254,Ms. Michelle Morgan,Consumer,40,Male,Medium,Bronze,2064-12-22
MEM-18255,Robert Gallegos,Home Office,44,Female,Medium,Bronze,2064-12-23
MEM-18256,Michael Kelly,Consumer,49,Female,Medium,Bronze,2064-12-24
MEM-18257,Jennifer Williams,Consumer,48,Female,Medium,Silver,2064-12-25
MEM-18258,Diane Mitchell,Consumer,50,Female,Low,Bronze,2064-12-26
MEM-18259,Jennifer Joyce,Corporate,59,Female,Medium,Silver,2064-12-27
MEM-18260,Joshua Mcdonald,Consumer,43,Female,Low,Bronze,2064-12-28
MEM-18261,Derek Elliott,Consumer,35,Male,Medium,Silver,2064-12-29
MEM-18262,Lauren Cruz,Consumer,29,Female,Low,Bronze,2064-12-30
MEM-18263,Sandra Khan MD,Consumer,20,Male,Low,Gold,2064-12-31
MEM-18264,Stephen Miller,Home Office,22,Female,High,Bronze,2065-01-01
MEM-18265,William Mccarthy,Corporate,31,Female,Medium,Bronze,2065-01-02
MEM-18266,Amy Anderson,Corporate,64,Male,Medium,Bronze,2065-01-03
MEM-18267,Kimberly Marshall,Corporate,29,Female,Medium,Gold,2065-01-04
MEM-18268,Daniel Barker,Corporate,21,Male,Medium,Gold,2065-01-05
MEM-18269,Patrick Shaw,Consumer,33,Male,Medium,Silver,2065-01-06
MEM-18270,Julia Miller,Corporate,28,Male,Medium,Silver,2065-01-07
MEM-18271,Claire Peterson,Consumer,53,Female,High,Bronze,2065-01-08
MEM-18272,Ian Lewis,Consumer,55,Female,Medium,Silver,2065-01-09
MEM-18273,Haley Gilbert,Corporate,65,Male,Low,Bronze,2065-01-10
MEM-18274,Brandon Campbell,Corporate,19,Male,Low,Gold,2065-01-11
MEM-18275,Crystal Weaver,Corporate,30,Female,Low,Bronze,2065-01-12
MEM-18276,Megan Miller,Corporate,25,Male,Low,Gold,2065-01-13
MEM-18277,Eric Blanchard,Consumer,61,Male,Medium,Bronze,2065-01-14
MEM-18278,William Curry,Consumer,38,Female,Low,Bronze,2065-01-15
MEM-18279,Dr. Bethany King,Consumer,43,Female,Medium,Gold,2065-01-16
MEM-18280,Richard Ross,Corporate,55,Female,Low,Gold,2065-01-17
MEM-18281,Barbara Garza,Home Office,52,Male,Medium,Bronze,2065-01-18
MEM-18282,Nicole Curry,Consumer,32,Female,High,Bronze,2065-01-19
MEM-18283,Richard Daniels,Consumer,57,Male,Medium,Bronze,2065-01-20
MEM-18284,Dalton Powers,Consumer,47,Female,Medium,Silver,2065-01-21
MEM-18285,Wendy Fisher,Home Office,19,Male,Medium,Bronze,2065-01-22
MEM-18286,Lance Stephens,Corporate,33,Female,Medium,Gold,2065-01-23
MEM-18287,Brian Jackson,Consumer,30,Male,High,Gold,2065-01-24
MEM-18288,Matthew Garcia,Home Office,18,Female,Medium,Silver,2065-01-25
MEM-18289,Dr. Jessica Thompson PhD,Home Office,60,Male,Medium,Gold,2065-01-26
MEM-18290,David Garcia,Consumer,45,Male,Low,Bronze,2065-01-27
MEM-18291,Marc Peterson,Home Office,18,Female,Low,Bronze,2065-01-28
MEM-18292,Maria Mason,Consumer,57,Female,Medium,Bronze,2065-01-29
MEM-18293,Amy Stone,Consumer,51,Male,Medium,Silver,2065-01-30
MEM-18294,Makayla Shields,Consumer,30,Female,High,Silver,2065-01-31
MEM-18295,Gregory Perkins,Home Office,19,Male,High,Silver,2065-02-01
MEM-18296,Jesus Cummings,Corporate,21,Male,High,Gold,2065-02-02
MEM-18297,Larry Cox,Consumer,42,Male,Medium,Silver,2065-02-03
MEM-18298,Roberta Combs,Home Office,51,Male,Medium,Bronze,2065-02-04
MEM-18299,Evan Odom,Consumer,30,Female,Low,Silver,2065-02-05
MEM-18300,Amanda Hatfield,Corporate,53,Male,Medium,Silver,2065-02-06
MEM-18301,Richard Lopez,Corporate,49,Female,Low,Gold,2065-02-07
MEM-18302,Rhonda Crane,Consumer,38,Male,Low,Silver,2065-02-08
MEM-18303,Michael Morris,Consumer,43,Male,Medium,Bronze,2065-02-09
MEM-18304,Amber Brown,Home Office,32,Male,High,Bronze,2065-02-10
MEM-18305,Natasha Perez,Consumer,46,Female,High,Bronze,2065-02-11
MEM-18306,Matthew Herrera,Corporate,43,Female,Medium,Silver,2065-02-12
MEM-18307,Edward James,Corporate,38,Male,Medium,Silver,2065-02-13
MEM-18308,William Turner,Corporate,29,Male,Medium,Silver,2065-02-14
MEM-18309,Andrew Wilson,Consumer,29,Male,Medium,Bronze,2065-02-15
MEM-18310,Diane Medina,Consumer,22,Male,Medium,Gold,2065-02-16
MEM-18311,Sabrina Marshall,Consumer,59,Male,Low,Bronze,2065-02-17
MEM-18312,Meredith Parker,Home Office,43,Female,Low,Silver,2065-02-18
MEM-18313,Mr. Peter Hunt,Consumer,49,Male,Low,Bronze,2065-02-19
MEM-18314,Anthony Jones,Consumer,19,Female,Medium,Silver,2065-02-20
MEM-18315,Melissa Galloway,Home Office,25,Female,Medium,Silver,2065-02-21
MEM-18316,Timothy Moon,Corporate,44,Male,Medium,Bronze,2065-02-22
MEM-18317,Adriana Sexton,Consumer,54,Female,Medium,Bronze,2065-02-23
MEM-18318,Wayne Downs,Home Office,25,Male,High,Silver,2065-02-24
MEM-18319,Raymond Price,Corporate,41,Male,High,Bronze,2065-02-25
MEM-18320,Aaron Perry,Consumer,30,Female,Low,Bronze,2065-02-26
MEM-18321,Eric Travis,Consumer,46,Female,Medium,Silver,2065-02-27
MEM-18322,Beth Bautista,Corporate,30,Male,Medium,Silver,2065-02-28
MEM-18323,Matthew Reed,Corporate,40,Male,High,Gold,2065-03-01
MEM-18324,Philip Richard,Consumer,64,Male,Medium,Bronze,2065-03-02
MEM-18325,Eric Mcmahon,Consumer,32,Female,Medium,Bronze,2065-03-03
MEM-18326,Gloria Parks,Consumer,41,Female,Medium,Bronze,2065-03-04
MEM-18327,Victoria Gates,Corporate,60,Male,High,Bronze,2065-03-05
MEM-18328,Kristen Hernandez,Consumer,40,Female,Low,Bronze,2065-03-06
MEM-18329,Eric Dennis,Consumer,27,Female,Medium,Silver,2065-03-07
MEM-18330,Christopher Camacho,Corporate,55,Male,Low,Bronze,2065-03-08
MEM-18331,Richard Pena,Corporate,22,Male,Medium,Bronze,2065-03-09
MEM-18332,Billy Wilson,Corporate,22,Male,Medium,Silver,2065-03-10
MEM-18333,Benjamin Brooks,Consumer,48,Male,Low,Silver,2065-03-11
MEM-18334,Monique Hernandez,Consumer,57,Male,High,Silver,2065-03-12
MEM-18335,Mary Young,Consumer,18,Female,Low,Gold,2065-03-13
MEM-18336,David Weber,Home Office,19,Male,Low,Bronze,2065-03-14
MEM-18337,Joann Flynn,Corporate,66,Female,Low,Gold,2065-03-15
MEM-18338,Karen Kelley,Consumer,46,Male,High,Bronze,2065-03-16
MEM-18339,Louis Wright,Consumer,24,Male,Low,Bronze,2065-03-17
MEM-18340,Victoria Snyder,Corporate,46,Male,Low,Bronze,2065-03-18
MEM-18341,Michael Hernandez,Corporate,26,Male,Medium,Gold,2065-03-19
MEM-18342,Robert White,Consumer,53,Male,High,Silver,2065-03-20
MEM-18343,Rodney Lawson,Home Office,24,Female,Medium,Silver,2065-03-21
MEM-18344,Robert Cooper,Corporate,45,Male,Medium,Gold,2065-03-22
MEM-18345,Steven Ross,Corporate,27,Female,Medium,Silver,2065-03-23
MEM-18346,Lindsay Burnett,Home Office,33,Male,Medium,Gold,2065-03-24
MEM-18347,Michael Reed,Corporate,27,Female,Medium,Silver,2065-03-25
MEM-18348,Dustin Barrera,Corporate,56,Male,Medium,Silver,2065-03-26
MEM-18349,Joseph Jones,Home Office,43,Female,Medium,Bronze,2065-03-27
MEM-18350,Linda George,Consumer,51,Male,Medium,Bronze,2065-03-28
MEM-18351,Randall Garrett,Consumer,51,Male,Medium,Bronze,2065-03-29
MEM-18352,Gabriella Smith,Home Office,57,Male,Low,Bronze,2065-03-30
MEM-18353,Dylan Jennings,Corporate,31,Female,High,Silver,2065-03-31
MEM-18354,Bianca House,Home Office,35,Male,High,Bronze,2065-04-01
MEM-18355,Brittany Peters,Consumer,18,Male,Medium,Bronze,2065-04-02
MEM-18356,Kimberly Sullivan,Corporate,34,Male,Low,Gold,2065-04-03
MEM-18357,Travis Simmons,Consumer,66,Male,Medium,Gold,2065-04-04
MEM-18358,Crystal Vaughan,Corporate,39,Female,Medium,Bronze,2065-04-05
MEM-18359,Laurie Potter,Consumer,54,Male,Low,Bronze,2065-04-06
MEM-18360,George Lee,Consumer,33,Male,Medium,Silver,2065-04-07
MEM-18361,Ronald Cunningham,Consumer,24,Male,Low,Silver,2065-04-08
MEM-18362,Christopher Cook,Corporate,32,Female,High,Gold,2065-04-09
MEM-18363,Amanda Thompson,Consumer,68,Male,High,Gold,2065-04-10
MEM-18364,Samuel Phillips,Consumer,38,Female,High,Bronze,2065-04-11
MEM-18365,Kim Proctor,Consumer,19,Female,Medium,Bronze,2065-04-12
MEM-18366,Patrick Brewer,Consumer,65,Female,Low,Bronze,2065-04-13
MEM-18367,Hailey Sullivan,Home Office,42,Male,Low,Bronze,2065-04-14
MEM-18368,Lee Spencer,Consumer,26,Female,Medium,Gold,2065-04-15
MEM-18369,Dr. Susan Soto,Consumer,37,Male,Medium,Bronze,2065-04-16
MEM-18370,Jennifer Fitzgerald,Home Office,67,Male,Medium,Bronze,2065-04-17
MEM-18371,Dylan Baker,Corporate,27,Female,Medium,Bronze,2065-04-18
MEM-18372,Mary Adams,Corporate,69,Female,Medium,Bronze,2065-04-19
MEM-18373,Patricia Chase,Corporate,38,Female,Low,Bronze,2065-04-20
MEM-18374,William Ross,Home Office,21,Male,High,Gold,2065-04-21
MEM-18375,Joseph Cantrell MD,Consumer,47,Male,Medium,Bronze,2065-04-22
MEM-18376,Spencer Wilson,Home Office,51,Female,Low,Gold,2065-04-23
MEM-18377,Kevin Santos,Home Office,47,Female,Medium,Bronze,2065-04-24
MEM-18378,Maureen Mitchell,Corporate,31,Female,Low,Bronze,2065-04-25
MEM-18379,Monica James,Corporate,39,Male,High,Gold,2065-04-26
MEM-18380,Kristin Guzman,Corporate,18,Female,Medium,Gold,2065-04-27
MEM-18381,Terry Weiss,Consumer,25,Female,Low,Silver,2065-04-28
MEM-18382,Stephanie Gonzalez,Consumer,28,Male,Low,Bronze,2065-04-29
MEM-18383,Christopher Bell,Home Office,18,Female,Medium,Silver,2065-04-30
MEM-18384,Jason Adkins,Corporate,22,Male,Medium,Bronze,2065-05-01
MEM-18385,Christopher Duncan,Consumer,62,Female,Medium,Bronze,2065-05-02
MEM-18386,Sydney Harding,Corporate,66,Male,Low,Silver,2065-05-03
MEM-18387,Brooke Waller,Corporate,27,Male,Medium,Bronze,2065-05-04
MEM-18388,Dr. Tiffany Johnson,Consumer,56,Male,High,Bronze,2065-05-05
MEM-18389,Shelby Rivas,Corporate,30,Female,Medium,Bronze,2065-05-06
MEM-18390,Courtney Brown,Corporate,38,Female,Medium,Bronze,2065-05-07
MEM-18391,Deanna Frazier,Consumer,53,Female,Medium,Silver,2065-05-08
MEM-18392,Isabella Glover,Home Office,62,Male,Medium,Silver,2065-05-09
MEM-18393,Mary Foster,Consumer,50,Male,Low,Bronze,2065-05-10
MEM-18394,Dakota Ferguson,Consumer,60,Female,High,Bronze,2065-05-11
MEM-18395,John Quinn,Consumer,45,Male,Medium,Bronze,2065-05-12
MEM-18396,Christopher Allen,Corporate,26,Female,Medium,Bronze,2065-05-13
MEM-18397,Theresa White DDS,Consumer,62,Male,High,Gold,2065-05-14
MEM-18398,Amanda Stone,Consumer,28,Male,High,Bronze,2065-05-15
MEM-18399,Brent Byrd,Home Office,57,Female,High,Bronze,2065-05-16
MEM-18400,Cory Baird,Consumer,46,Male,Medium,Bronze,2065-05-17
MEM-18401,Brian Mcdaniel,Corporate,24,Male,Medium,Bronze,2065-05-18
MEM-18402,Jason Simmons,Corporate,44,Male,Low,Bronze,2065-05-19
MEM-18403,Mark Walker,Home Office,39,Female,Medium,Bronze,2065-05-20
MEM-18404,Sara Rogers,Corporate,48,Male,Medium,Silver,2065-05-21
MEM-18405,Christopher Yates,Consumer,47,Female,Low,Bronze,2065-05-22
MEM-18406,Taylor Christensen,Consumer,45,Female,Medium,Bronze,2065-05-23
MEM-18407,Randy White,Home Office,37,Male,Low,Silver,2065-05-24
MEM-18408,Erik Taylor,Home Office,32,Female,Medium,Gold,2065-05-25
MEM-18409,Nicole Thornton,Consumer,32,Female,Medium,Gold,2065-05-26
MEM-18410,Jason Johnson,Corporate,29,Female,Medium,Silver,2065-05-27
MEM-18411,Madison Wagner,Consumer,34,Male,Medium,Bronze,2065-05-28
MEM-18412,Tracy Mcdonald,Home Office,40,Female,Medium,Gold,2065-05-29
MEM-18413,Sean Abbott,Home Office,23,Male,Medium,Silver,2065-05-30
MEM-18414,Raymond James,Home Office,62,Female,Medium,Gold,2065-05-31
MEM-18415,Tasha Johnson,Home Office,33,Male,Low,Bronze,2065-06-01
MEM-18416,Jeffrey Sosa,Home Office,44,Male,Low,Bronze,2065-06-02
MEM-18417,Jennifer Brandt,Consumer,40,Female,Medium,Silver,2065-06-03
MEM-18418,Benjamin Dyer,Home Office,18,Female,High,Silver,2065-06-04
MEM-18419,Elizabeth Webb,Corporate,62,Female,Medium,Bronze,2065-06-05
MEM-18420,Heather Anderson MD,Home Office,24,Female,High,Bronze,2065-06-06
MEM-18421,Julia Brown,Corporate,62,Female,Low,Gold,2065-06-07
MEM-18422,Pamela Graham,Consumer,56,Male,Medium,Silver,2065-06-08
MEM-18423,Kimberly Small,Corporate,57,Female,Medium,Silver,2065-06-09
MEM-18424,Bryce Jackson,Corporate,67,Male,Low,Bronze,2065-06-10
MEM-18425,Robert Castro,Consumer,66,Female,Low,Bronze,2065-06-11
MEM-18426,Jacob Vazquez,Consumer,65,Female,Medium,Silver,2065-06-12
MEM-18427,Victoria Moore,Corporate,66,Male,Low,Silver,2065-06-13
MEM-18428,Lisa Willis,Consumer,57,Male,Medium,Gold,2065-06-14
MEM-18429,Gabriel Love,Consumer,56,Male,Medium,Gold,2065-06-15
MEM-18430,Gerald Ortiz,Consumer,35,Male,Medium,Silver,2065-06-16
MEM-18431,Sierra Lee,Home Office,53,Female,Medium,Bronze,2065-06-17
MEM-18432,Julie Walton,Corporate,39,Female,Medium,Bronze,2065-06-18
MEM-18433,Paul Orr,Consumer,19,Male,High,Bronze,2065-06-19
MEM-18434,Eric Allen,Corporate,65,Male,Medium,Bronze,2065-06-20
MEM-18435,Daniel Brown,Corporate,43,Male,Low,Silver,2065-06-21
MEM-18436,Jody Costa,Consumer,67,Male,Low,Bronze,2065-06-22
MEM-18437,Marcia Bell,Consumer,49,Male,Medium,Gold,2065-06-23
MEM-18438,Susan Crawford,Corporate,40,Female,Low,Gold,2065-06-24
MEM-18439,Todd Harris,Consumer,57,Male,Low,Silver,2065-06-25
MEM-18440,Cassandra Ruiz,Corporate,63,Male,Low,Bronze,2065-06-26
MEM-18441,Toni Jackson,Consumer,35,Male,Medium,Bronze,2065-06-27
MEM-18442,Tina Nelson,Consumer,36,Female,Medium,Bronze,2065-06-28
MEM-18443,Valerie Lawrence,Home Office,41,Male,Medium,Bronze,2065-06-29
MEM-18444,David Navarro,Consumer,21,Female,Low,Bronze,2065-06-30
MEM-18445,Kyle Jones,Corporate,63,Male,High,Silver,2065-07-01
MEM-18446,Warren Young,Consumer,19,Male,Medium,Silver,2065-07-02
MEM-18447,Glenn Smith,Consumer,47,Male,Medium,Bronze,2065-07-03
MEM-18448,Katelyn Allen,Consumer,66,Male,High,Silver,2065-07-04
MEM-18449,Philip Manning,Consumer,55,Female,High,Bronze,2065-07-05
MEM-18450,Tina Smith,Consumer,48,Male,High,Bronze,2065-07-06
MEM-18451,Bradley Smith,Consumer,57,Female,Low,Silver,2065-07-07
MEM-18452,Kyle Williamson,Corporate,33,Female,Medium,Gold,2065-07-08
MEM-18453,Jason Thompson,Corporate,50,Male,High,Silver,2065-07-09
MEM-18454,Tonya Williams,Consumer,67,Male,Medium,Bronze,2065-07-10
MEM-18455,Briana Weeks,Home Office,20,Female,Low,Bronze,2065-07-11
MEM-18456,Justin Kane,Consumer,35,Male,Low,Silver,2065-07-12
MEM-18457,Katelyn Vargas,Consumer,27,Male,High,Gold,2065-07-13
MEM-18458,Mr. Carlos Mason Jr.,Corporate,19,Female,Medium,Gold,2065-07-14
MEM-18459,Michael Smith,Consumer,68,Male,Low,Silver,2065-07-15
MEM-18460,Michael Santos,Consumer,47,Female,Medium,Bronze,2065-07-16
MEM-18461,Mr. Paul Johnson,Consumer,47,Female,Medium,Bronze,2065-07-17
MEM-18462,Derrick Brooks,Home Office,42,Male,High,Bronze,2065-07-18
MEM-18463,Maria Hernandez,Corporate,60,Female,Medium,Bronze,2065-07-19
MEM-18464,Nicholas Banks,Consumer,68,Male,High,Silver,2065-07-20
MEM-18465,Charles Martin,Consumer,41,Female,Low,Silver,2065-07-21
MEM-18466,Kimberly Mcmahon,Home Office,52,Female,Medium,Bronze,2065-07-22
MEM-18467,John Wolfe,Corporate,27,Male,Medium,Gold,2065-07-23
MEM-18468,Natasha Nelson,Consumer,65,Male,Medium,Bronze,2065-07-24
MEM-18469,Shannon Williams,Consumer,47,Female,Low,Silver,2065-07-25
MEM-18470,Logan Wallace,Consumer,43,Female,High,Bronze,2065-07-26
MEM-18471,Nicole Mcdaniel,Corporate,52,Male,High,Silver,2065-07-27
MEM-18472,Erin Odonnell,Home Office,41,Female,Low,Gold,2065-07-28
MEM-18473,Emily Robinson,Consumer,68,Female,Medium,Silver,2065-07-29
MEM-18474,Rebecca Cox,Consumer,37,Male,Low,Silver,2065-07-30
MEM-18475,Andrew Robinson,Home Office,56,Male,High,Bronze,2065-07-31
MEM-18476,Kelly Holmes,Corporate,66,Female,Low,Bronze,2065-08-01
MEM-18477,Tristan Jones,Corporate,57,Male,Medium,Silver,2065-08-02
MEM-18478,David Andrade,Consumer,52,Female,Medium,Gold,2065-08-03
MEM-18479,Angela Jackson,Corporate,56,Female,High,Silver,2065-08-04
MEM-18480,Brandy Parker,Corporate,27,Female,Medium,Gold,2065-08-05
MEM-18481,Derrick Shannon,Consumer,44,Male,Medium,Gold,2065-08-06
MEM-18482,Nancy Reed,Home Office,68,Male,High,Bronze,2065-08-07
MEM-18483,Donald Herrera,Home Office,32,Male,Low,Bronze,2065-08-08
MEM-18484,Evelyn Nguyen,Corporate,32,Female,High,Silver,2065-08-09
MEM-18485,Alexis Payne,Corporate,54,Female,Medium,Bronze,2065-08-10
MEM-18486,Justin Stephens,Consumer,52,Female,Medium,Bronze,2065-08-11
MEM-18487,Jacob Tucker,Consumer,20,Male,Low,Gold,2065-08-12
MEM-18488,Andrea Jones,Consumer,46,Female,Medium,Silver,2065-08-13
MEM-18489,Amanda Jackson,Corporate,21,Female,High,Silver,2065-08-14
MEM-18490,Deborah Hayes,Consumer,64,Female,Medium,Silver,2065-08-15
MEM-18491,Eric Moore,Home Office,33,Female,High,Gold,2065-08-16
MEM-18492,Emily Mendoza,Consumer,22,Female,Medium,Silver,2065-08-17
MEM-18493,Alexis Taylor,Corporate,38,Female,Low,Bronze,2065-08-18
MEM-18494,Timothy Beard,Corporate,57,Male,Medium,Gold,2065-08-19
MEM-18495,Sharon Owen,Corporate,59,Male,Low,Bronze,2065-08-20
MEM-18496,Kevin Adams,Home Office,38,Male,Medium,Gold,2065-08-21
MEM-18497,Melissa Gray,Home Office,19,Female,Medium,Bronze,2065-08-22
MEM-18498,Sherry Edwards,Consumer,31,Male,Low,Gold,2065-08-23
MEM-18499,Caroline Brown,Consumer,22,Female,Low,Bronze,2065-08-24
MEM-18500,Mrs. Teresa Riggs MD,Consumer,24,Female,Medium,Silver,2065-08-25
MEM-18501,William Vega Jr.,Corporate,28,Male,Medium,Bronze,2065-08-26
MEM-18502,Melissa Brown,Consumer,52,Female,Medium,Silver,2065-08-27
MEM-18503,Tyler Hall,Corporate,47,Female,High,Gold,2065-08-28
MEM-18504,Robert Hull,Consumer,61,Female,Low,Gold,2065-08-29
MEM-18505,Tiffany Bowen,Corporate,63,Male,Low,Bronze,2065-08-30
MEM-18506,John White,Corporate,18,Female,Medium,Gold,2065-08-31
MEM-18507,John Griffin,Corporate,33,Female,Low,Bronze,2065-09-01
MEM-18508,Shelby Garcia PhD,Corporate,64,Male,Medium,Silver,2065-09-02
MEM-18509,Tim Wells,Consumer,18,Female,Medium,Bronze,2065-09-03
MEM-18510,Tiffany Carter,Consumer,39,Male,Low,Silver,2065-09-04
MEM-18511,Angela Daniels,Corporate,30,Female,Medium,Gold,2065-09-05
MEM-18512,Frank Calderon,Consumer,44,Male,High,Bronze,2065-09-06
MEM-18513,Warren Haynes,Home Office,32,Male,Low,Bronze,2065-09-07
MEM-18514,Sean Garcia,Home Office,34,Male,Low,Gold,2065-09-08
MEM-18515,Cynthia Jones,Home Office,26,Female,Medium,Bronze,2065-09-09
MEM-18516,Kelly Hart,Consumer,22,Female,Low,Gold,2065-09-10
MEM-18517,Deborah Briggs,Corporate,40,Female,Medium,Bronze,2065-09-11
MEM-18518,Breanna Stevens,Consumer,61,Female,Medium,Bronze,2065-09-12
MEM-18519,Beth Crane,Consumer,66,Male,Medium,Silver,2065-09-13
MEM-18520,Timothy Garcia,Consumer,60,Male,Medium,Bronze,2065-09-14
MEM-18521,Edward Roberts,Consumer,28,Male,High,Bronze,2065-09-15
MEM-18522,Garrett Johnson,Consumer,41,Female,High,Silver,2065-09-16
MEM-18523,Keith Davis,Consumer,25,Female,Medium,Gold,2065-09-17
MEM-18524,Jennifer Martinez,Home Office,64,Male,Medium,Silver,2065-09-18
MEM-18525,Carl Nichols,Consumer,51,Male,Medium,Silver,2065-09-19
MEM-18526,Christopher Wells,Home Office,59,Male,High,Silver,2065-09-20
MEM-18527,Jacob Wiley,Consumer,48,Male,Medium,Bronze,2065-09-21
MEM-18528,Jamie Shepherd,Consumer,39,Male,Low,Bronze,2065-09-22
MEM-18529,Michael Perkins,Corporate,31,Male,Medium,Gold,2065-09-23
MEM-18530,Stephen Meyers,Corporate,22,Male,Low,Bronze,2065-09-24
MEM-18531,Frank Miller,Consumer,34,Male,Low,Silver,2065-09-25
